Proc. Licitatório;Proc. Administrativo;Modalidade;Exercício;N° Mod.;Situação;Data Abert. Propost.;Valor Previsto;Valor Total Licitação;Objeto;Data do Edital;Data Encerramento;Carona;Reg. Preço;Artigo/Inciso;Economia Absoluta;Economia Percentual
000054/24;54.0;PREGÃO PRESENCIAL;24;18;Homologada  ;20/06/2024;691386.06;575048.95;Registro de Preço para fornecimento de gêneros alimentícios, perecíveis e não perecíveis, para atender as necessidades de diversos setores da Administ;03/06/2024;20/06/2024;;S;;116337.1100000001;0.16826649643471275
000053/24;53.0;PREGÃO PRESENCIAL;24;17;Homologada  ;18/06/2024;6852132.2;1449360.9;Registro de preço para aquisições de medicamentos contidos na Relação Municipal de Medicamentos Essenciais (REMUME), para atender as unidades de saúde;27/05/2024;18/06/2024;;S;;5402771.300000001;0.7884803069035943
000052/24;52.0;DISPENSA;24;24;Homologada  ;03/06/2024;12357.24;11822.36;Aquisição de equipamentos eletrônicos e de robótica, visando atender a Educação em Tempo Integral (anos iniciais) do Município de Riolândia-SP, confor;10/05/2024;03/06/2024;;N;Art. 75, II, Lei 14.133/2021;534.8799999999992;0.04328474643205111
000051/24;51.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;16;Homologada  ;11/06/2024;108183.24;89350.0;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e serviços de seguranças não armados, para realização do tradi;23/05/2024;11/06/2024;;N;Art. 28, Lei 14.133/2021;18833.240000000005;0.17408648511543937
000050/24;50.0;DISPENSA;24;23;Homologada  ;22/05/2024;2512926.36;2512926.36;contratação de empresa com qualificação em engenharia elétrica, por conta da prestação dos serviços pautados em eficientização de sistemas de energia,;29/04/2024;22/05/2024;;N;Art. 75, III, Lei 14.133/2021;0.0;0.0
000049/24;49.0;DISPENSA;24;22;Homologada  ;22/05/2024;4414800.0;4414800.0;aquisição de fornecimento kit para sistemas de microgeração e minigeração de energia elétrica a partir de fonte primaria solar (On-grid), estações de ;02/04/2024;22/05/2024;N;N;Art. 24, XV, Lei 8666/93;0.0;0.0
000048/24;48.0;DISPENSA;24;21;Homologada  ;22/05/2024;11633.25;11100.0;Contratação de empresa especializada no fornecimento de materiais de papelaria e artesanato, visando atender a Educação em Tempo Integral (anos inicia;03/05/2024;22/05/2024;;N;Art. 75, II, Lei 14.133/2021;533.25;0.0458384372380891
000047/24;47.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;15;Homologada  ;28/05/2024;74077.87;33236.0;Aquisição de móveis e equipamentos para atender as necessidades do CAPS e do SAMU do Município de Riolândia-SP, conforme quantidades e especificações ;03/05/2024;28/05/2024;;N;Art. 28, Lei 14.133/2021;40841.869999999995;0.5513369917358585
000046/24;46.0;DISPENSA;24;20;Homologada  ;09/05/2024;111473.7;108072.31;Execução de Infraestrutura Urbana com Intervenções de Recapeamento Asfáltico, Microrevestimento, Fresagem, Reciclagem de Pavimento Asfáltico e Compone;18/04/2024;09/05/2024;N;N;Art. 75, III, Lei 14.133/2021;3401.3899999999994;0.030512937132256304
000045/24;45.0;DISPENSA;24;19;Homologada  ;06/05/2024;17593.32;14776.0;Contratação de empresa especializada no fornecimento de Smart TV LED 50” e Caixa de Som 15” (com acessórios), visando atender a Educação em Tempo Inte;16/04/2024;06/05/2024;;N;Art. 75, II, Lei 14.133/2021;2817.3199999999997;0.16013577880695626
000044/24;44.0;CONCORRÊNCIA;24;3;Homologada  ;23/05/2024;94473.21;94473.21;Contratação de empresa especializada em execução de pavimentação asfáltica, para realização em vias do Município de Riolândia/SP, com fornecimento de ;30/04/2024;23/05/2024;;N;;0.0;0.0
000043/24;43.0;PREGÃO PRESENCIAL;24;14;Homologada  ;14/05/2024;912306.87;878359.0;Registro de Preço de empresa especializada em fornecimento de peças/equipamentos e prestação de serviços de manutenção preventiva e corretiva em Condi;23/04/2024;14/05/2024;;S;;33947.869999999995;0.03721102089256436
000042/24;42.0;DISPENSA;24;18;Homologada  ;26/04/2024;109439.46;85019.46;Contratação de empresa especializada em serviços de engenharia, para implantação de sistemas de proteção contra incêndio, para atender as necessidades;17/04/2024;26/04/2024;;N;Art. 75, I, Lei 14.133/2021;24420.0;0.22313706591754015
000041/24;41.0;DISPENSA;24;17;Homologada  ;29/04/2024;59784.9;47040.0;Aquisição de areia grossa e areia fina, para suprir as necessidades de diversos setores da Prefeitura Municipal de Riolândia-SP, com entrega parcelada;12/04/2024;29/04/2024;;N;Art. 75, II, Lei 14.133/2021;12744.900000000001;0.21317924760265555
000040/24;40.0;PREGÃO PRESENCIAL;24;13;Homologada  ;24/05/2024;945853.93;827317.0;Registro de Preço de serviços de borracharia para manutenção da frota da Prefeitura Municipal de Riolândia-SP, com execução parcelada pelo período de ;25/04/2024;24/05/2024;;S;;118536.93000000005;0.12532265949352248
000039/24;39.0;INEXIGIBILIDADE;24;7;Homologada  ;23/04/2024;80000.0;80000.0;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;10/04/2024;23/04/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000038/24;38.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;12;Homologada  ;08/05/2024;185816.67;179000.0;Aquisição de uma ambulância, para atender as necessidades das Unidades de Saúde do Município de Riolândia-SP, conforme quantidades e especificações co;23/04/2024;08/05/2024;;N;Art. 28, Lei 14.133/2021;6816.670000000013;0.03668492175648187
000037/24;37.0;INEXIGIBILIDADE;24;6;Homologada  ;22/04/2024;330000.0;330000.0;Contratação de profissional do setor artístico para realização de show para as festividades do tradicional “Juninão” do Município de Riolândia-SP, que;10/04/2024;22/04/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000036/24;36.0;DISPENSA;24;16;Homologada  ;19/04/2024;27893.99;24158.0;Contratação de empresa especializada no fornecimento de diversos tipos de materiais esportivos, visando atender a Educação em Tempo Integral (anos ini;11/04/2024;19/04/2024;;N;Art. 75, II, Lei 14.133/2021;3735.9900000000016;0.13393530290933645
000035/24;35.0;DISPENSA;24;15;Homologada  ;16/04/2024;17000.0;17000.0;contratação de empresa especializada no fornecimento de estrutura técnica e operacional, visando a realização do “Dia do Evangelho” no Município de Ri;09/04/2024;16/04/2024;;N;Art. 75, II, Lei 14.133/2021;0.0;0.0
000034/24;34.0;DISPENSA;24;14;Homologada  ;12/04/2024;51500.01;49500.0;contratação de empresa especializada em serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolân;10/04/2024;12/04/2024;;N;Art. 75, VIII, Lei 14.133/2021;2000.010000000002;0.03883513809026449
000033/24;33.0;PREGÃO PRESENCIAL;24;11;Homologada  ;23/04/2024;138441.88;137454.0;Registro de Preço para aquisições de rações caninas, visando atender a demanda do Setor Veterinário e Canil Municipal de Riolândia/SP, com entrega par;05/04/2024;23/04/2024;;S;;987.8800000000047;0.007135702000001767
000032/24;32.0;DISPENSA;24;13;Homologada  ;03/04/2024;59466.25;55475.0;contratação de empresa especializada no fornecimento de materiais de gráfica, para atender a demanda de diversos setores da Prefeitura Municipal de Ri;05/03/2024;03/04/2024;;N;Art. 75, II, Lei 14.133/2021;3991.25;0.0671179030122128
000031/24;31.0;INEXIGIBILIDADE;24;5;Homologada  ;03/04/2024;35000.0;35000.0;Contratação de profissional do setor artístico para realização de show em comemoração ao dia do evangelho no Município de Riolândia-SP, que ocorrerá n;27/03/2024;03/04/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000030/24;30.0;PREGÃO PRESENCIAL;24;10;Homologada  ;16/04/2024;202076.4;133200.0;Registro de preço para eventual aquisição de gás liquefeito de petróleo - GLP (P-13 e P-45), para suprir as necessidades dos diversos setores da Prefe;28/03/2024;16/04/2024;;S;;68876.4;0.3408433641929488
000029/24;29.0;CONCORRÊNCIA;24;2;Homologada  ;12/04/2024;588867.91;546900.02;Contratação de empresa especializada em execução de obras, para construção de sanitários e implantação de esculturas e playground nos Sistemas de Laze;21/03/2024;12/04/2024;;N;;41967.890000000014;0.07126876721810162
000028/24;28.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;9;Homologada  ;09/04/2024;122894.1;64144.5;Registro de Preço para eventuais aquisições de areia grossa, areia fina, pedra britada 1 e pedrisco, para suprir as necessidades de diversos setores d;18/03/2024;09/04/2024;;S;;58749.600000000006;0.4780506143093932
000027/24;27.0;INEXIGIBILIDADE;24;4;Homologada  ;20/03/2024;55000.0;55000.0;Contratação de profissional do setor artístico para realização de show em comemoração ao dia do evangelho no Município de Riolândia-SP, que ocorrerá n;19/03/2024;20/03/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000026/24;26.0;DISPENSA;24;12;Homologada  ;15/03/2024;57734.33;56650.0;Aquisição de ares-condicionados, para suprir as necessidades de diversos setores da Prefeitura Municipal de Riolândia-SP, com entrega parcelada pelo p;11/03/2024;15/03/2024;;N;Art. 75, II, Lei 14.133/2021;1084.3300000000017;0.018781373231489856
000025/24;25.0;PREGÃO PRESENCIAL;24;8;Homologada  ;02/04/2024;1013854.0;324230.0;Registro de Preço para aquisições de fraldas descartáveis, infantil e geriátrica, para suprir a demanda dos Setores da Educação e Saúde do Município d;14/03/2024;02/04/2024;;S;;689624.0;0.6802005022419402
000024/24;24.0;DISPENSA;24;11;Homologada  ;14/03/2024;59583.96;58560.0;Contratação de empresa especializada na prestação de serviços médicos de psiquiatria, com objetivo de atender a demanda reprimida do município de Riol;22/02/2024;14/03/2024;;N;Art. 75, II, Lei 14.133/2021;1023.9599999999991;0.017185161912702664
000023/24;23.0;DISPENSA;24;10;Homologada  ;14/03/2024;10900.0;9900.0;Contratação de empresa de engenharia especializada na prestação de serviços de higienização de caixas d' água e controle de vetores e pragas, para ate;07/03/2024;14/03/2024;;N;Art. 75, II, Lei 14.133/2021;1000.0;0.09174311926605505
000022/24;22.0;PREGÃO PRESENCIAL;24;7;Homologada  ;27/03/2024;3581908.0;2735810.0;Registro de preço para aquisição de gêneros alimentícios perecíveis para atendimento às necessidades do serviço de merenda escolar da Rede Municipal d;12/03/2024;27/03/2024;;S;;846098.0;0.2362143304629823
000020/24;20.0;DISPENSA;24;9;Homologada  ;04/03/2024;43048.56;42000.0;Aquisição de caçambas, para atender as necessidades do Município de Riolândia-SP, conforme especificações técnicas e quantidades contidas no Anexo I -;20/02/2024;04/03/2024;;N;Art. 75, II, Lei 14.133/2021;1048.5599999999977;0.024357609174383482
000019/24;19.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);24;6;Homologada  ;21/03/2024;78009.6;66348.0;Registro de Preço de empresa especializada na prestação de serviços de coleta, transporte, tratamento e destinação final dos resíduos gerados pelo set;01/03/2024;21/03/2024;;S;Art. 28, Lei 14.133/2021;11661.600000000006;0.1494892936254
000018/24;18.0;DISPENSA;24;8;Homologada  ;01/03/2024;55421.67;52475.0;Contratação de empresa especializada no fornecimento de playground com cobertura, para atender as necessidades da CEMEI Prof. Vilma Aidar de Carvalho ;20/02/2024;01/03/2024;;N;Art. 75, II, Lei 14.133/2021;2946.6699999999983;0.05316819215299717
000017/24;17.0;PREGÃO PRESENCIAL;24;5;Homologada  ;14/03/2024;0.0;61500.0;Permissão de uso a titulo oneroso, em caráter temporário, de uma área de aproximadamente 25.000,00 m², sem benfeitorias, na Praia Artificial do Municí;29/02/2024;14/03/2024;;N;;-61500.0;0.0
000016/24;16.0;PREGÃO PRESENCIAL;24;4;Homologada  ;13/03/2024;10499547.5;10499547.5;Registro de preço para eventuais aquisições de medicamentos não contidos na Relação Municipal de Medicamentos Essenciais (REMUME), objetivando o maior;28/02/2024;13/03/2024;;S;;0.0;0.0
000015/24;15.0;DISPENSA;24;7;Homologada  ;29/02/2024;32094.0;30060.0;Contratação de empresa especializada no fornecimento de ovos de Páscoa, para atender as necessidades do Fundo Social de Solidariedade de Riolândia, co;20/02/2024;29/02/2024;;N;Art. 75, II, Lei 14.133/2021;2034.0;0.0633763320246775
000014/24;14.0;DISPENSA;24;6;Homologada  ;20/02/2024;119361.52;117263.25;Contratação de empresa especializada em execução de serviços de “ Tapa Buraco ” em concreto asfaltico, para atender as necessidades de diversas vias d;11/01/2024;20/02/2024;;N;Art. 75, I, Lei 14.133/2021;2098.270000000004;0.01757911594959585
000013/24;13.0;DISPENSA;24;5;Homologada  ;20/02/2024;116471.39;110557.0;Contratação de empresa especializada em construção de “sarjetão” em concreto armado, para atender as necessidades de diversas vias do Município de Rio;11/01/2024;20/02/2024;;N;Art. 75, I, Lei 14.133/2021;5914.389999999999;0.0507797666019097
000012/24;12.0;DISPENSA;24;4;Homologada  ;07/02/2024;40500.0;40500.0;Contratação de empresa especializada na instalação de equipamentos de combate e prevenção de incêndio, incluso materiais e mão de obra, visando atende;01/02/2024;07/02/2024;;N;Art. 75, II, Lei 14.133/2021;0.0;0.0
000011/24;11.0;PREGÃO PRESENCIAL;24;3;Homologada  ;21/02/2024;214224.25;130100.0;Contratação de empresa especializada em fornecimento de estrutura técnica e operacional e outros serviços, visando a realização do tradicional evento ;01/02/2024;21/02/2024;;N;;84124.25;0.3926924706236572
000010/24;10.0;DISPENSA;24;3;Homologada  ;01/02/2024;46612.2;42000.0;Aquisição de carteiras / conjuntos escolares, para atender as necessidades da Rede Municipal de Ensino do Município de Riolândia-SP, conforme especifi;12/01/2024;01/02/2024;;N;Art. 75, II, Lei 14.133/2021;4612.199999999997;0.09894834399577787
000009/24;9.0;PREGÃO PRESENCIAL;24;2;Homologada  ;20/02/2024;130499.4;119900.0;Registro de Preço de clínica veterinária ou hospital veterinário, para realização de serviço especializado de esterilização de animais machos e fêmeas;25/01/2024;20/02/2024;;S;;10599.399999999994;0.08122182937239554
000008/24;8.0;DISPENSA;24;2;Homologada  ;26/01/2024;51700.0;49300.0;contratação de serviços de termonebulização espacial (fumacê) e termonebulização em toda a rede esgoto do Município de Riolândia-SP, compreendendo as ;16/01/2024;26/01/2024;;N;Art. 75, II, Lei 14.133/2021;2400.0;0.04642166344294004
000007/24;7.0;PREGÃO PRESENCIAL;24;1;Homologada  ;08/02/2024;830678.56;531138.46;Registro de Preço para eventuais aquisições de gêneros de consumo, utensílios e equipamentos, para atendimento às necessidades de diversos setores da ;19/01/2024;08/02/2024;;S;;299540.1000000001;0.3605968835887615
000006/24;6.0;CONCORRÊNCIA;24;1;Homologada  ;08/02/2024;780482.61;726406.0;Contratação de empresa especializada em execução de obras de recapeamento asfáltico, para realização em vias do Municipio de Riolândia/SP, com forneci;15/01/2024;19/02/2024;;N;;54076.609999999986;0.06928611772656919
000005/24;5.0;DISPENSA;24;1;Homologada  ;12/01/2024;27975.0;0.0;Contratação de empresa especializada na prestação de serviços de planejamento e execução de Concurso Público e Processo Seletivo Simplificado, para pr;03/01/2024;12/01/2024;;N;Art. 75, II, Lei 14.133/2021;27975.0;1.0
000004/24;4.0;DISPENSA;24;1;Homologada  ;15/02/2024;778644.0;778638.0;Aquisição de gêneros alimentícios diretamente da agricultura familiar e do empreendedor familiar rural, destinados a merenda escolar do Município de R;11/01/2024;15/02/2024;;N;Chamada Publica - Lei Federal 11.947/2009;6.0;7.705703761924577e-06
000003/24;3.0;INEXIGIBILIDADE;24;3;Homologada  ;10/01/2024;95000.0;95000.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;10/01/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000002/24;2.0;INEXIGIBILIDADE;24;2;Homologada  ;09/01/2024;75000.0;75000.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;09/01/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000001/24;1.0;INEXIGIBILIDADE;24;1;Homologada  ;09/01/2024;630000.0;630000.0;Contratação de profissional do setor artístico para realização de show para as festividades do Aniversário do Município de Riolândia-SP, que ocorrerá ;03/01/2024;09/01/2024;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000136/25;136.0;DISPENSA;25;62;Homologada  ;18/12/2025;1035789.6;952506.0;Adesão a ATA DE REGISTRO DE PREÇOS, ORIGINÁRIA DO PREGÃO ELETRÔNICO Nº 10/2024 - EDITAL Nº 14/2024 - PROCESSO Nº 133/2024, firmada entre a empresa C&F;17/11/2025;18/12/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;83283.59999999998;0.08040590482854817
000135/25;135.0;INEXIGIBILIDADE;25;17;Encerrada   ;11/12/2025;22000.0;22000.0;Contratação de profissional do Setor Artístico para realização de show na tradicional Comemoração de Fim de Ano do Município de Riolândia/SP, que ocor;10/12/2025;22/12/2025;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000134/25;134.0;DISPENSA;25;61;Encerrada   ;09/12/2025;56942.67;55000.0;Contratação de empresa especializada na locação de palco, som e iluminação para atender integralmente aos riders técnicos dos artistas contratados par;01/12/2025;09/12/2025;;N;Art. 75, II, Lei 14.133/2021;1942.6699999999983;0.034116243583239045
000133/25;133.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;46;Homologada  ;22/12/2025;609182.12;397000.0;Registro de Preço para aquisição de computadores e notebooks, visando atender às necessidades de diversos setores da Prefeitura Municipal de Riolândia;09/12/2025;05/01/2026;;S;Art. 28, inciso I, Lei 14.133/2021;212182.12;0.3483065458323038
000132/25;132.0;DISPENSA;25;60;Homologada  ;08/12/2025;1031287.25;981211.03;Adesão a Ata de Registro de Preços nº 006/2024, ref. CONCORRÊNCIA PRESENCIAL Nº 003/2024, PROCESSO LICITATÓRIO Nº 010/2024, firmada entre a empresa NO;01/12/2025;08/12/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;50076.21999999997;0.0485570048500066
000131/25;131.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;45;Anulada     ;16/12/2025;667336.8;0.0;Registro de Preço para Aquisição de conjuntos de carteiras e cadeiras escolares para atender as necessidades das escolas Ruy Malachias e Maria Apareci;02/12/2025;15/12/2025;;S;Art. 28, Lei 14.133/2021;667336.8;1.0
000130/25;130.0;CONCORRÊNCIA ELETRÔNICA (PORTAL DE COMPRAS);25;8;Homologada  ;18/12/2025;237415.81;236000.0;Contratação de empresa especializada em Execução de serviços de reforma completa do Centro de Fisioterapia, incluindo revestimentos internos e externo;03/12/2025;18/12/2025;;N;Art. 28, Lei 14.133/2021;1415.8099999999977;0.005963419201105426
000129/25;129.0;PREGÃO PRESENCIAL;25;44;Homologada  ;09/12/2025;526763.5;324313.8;Registro de Preço para aquisição de gêneros alimentícios não perecíveis para atendimento das necessidades do serviço da Merenda Escolar da Rede Públic;26/11/2025;09/12/2025;;S;Art. 28, inciso I, Lei 14.133/2021;202449.7;0.38432750181058484
000128/25;128.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;43;Homologada  ;05/12/2025;686666.67;686666.67;Aquisição de motoniveladora nova, zero quilômetro, para uso em serviços de terraplanagem, nivelamento e manutenção de vias do município de Riolândia/S;17/11/2025;05/12/2025;;N;Art. 28, Lei 14.133/2021;0.0;0.0
000127/25;127.0;INEXIGIBILIDADE;25;16;Encerrada   ;17/11/2025;1522453.96;1522453.96;Contratação de Escritório de Advocacia e Consultoria Jurídica para geração de receitas próprias referentes a Recuperação de Crédito Previdenciário sob;17/11/2025;25/11/2025;;N;Art. 74, III, Lei 14.133/2021;0.0;0.0
000126/25;126.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;42;Homologada  ;01/12/2025;1311648.53;389400.0;Registro de Preço para Aquisição de equipamentos e materiais de informática, visando atender às necessidades de diversos setores da Prefeitura Municip;12/11/2025;08/12/2025;;S;Art. 28, inciso I, Lei 14.133/2021;922248.53;0.7031216891616537
000125/25;125.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;41;Homologada  ;28/11/2025;664488.33;565000.0;Aquisição de veículos novos, zero km, sendo 3 carros tipo hatch e um utilitário tipo van, para atender as necessidades do Setor da Saúde e Assistência;13/11/2025;09/12/2025;;N;Art. 28, inciso I, Lei 14.133/2021;99488.32999999996;0.14972171144074112
000124/25;124.0;DISPENSA;25;59;Homologada  ;12/11/2025;448221.8;448221.8;ACERVO PEDAGOGICO;17/10/2025;12/11/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;0.0;0.0
000123/25;123.0;CONCORRÊNCIA ELETRÔNICA (PORTAL DE COMPRAS);25;7;Homologada  ;27/11/2025;237415.81;0.0;Contratação de empresa especializada em Execução de serviços de reforma completa do Centro de Fisioterapia, incluindo revestimentos internos e externo;06/11/2025;03/12/2025;;N;Art. 28, Lei 14.133/2021;237415.81;1.0
000122/25;122.0;INEXIGIBILIDADE;25;15;Encerrada   ;14/11/2025;205000.0;205000.0;SHOW DO PANDA;05/11/2025;19/11/2025;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000121/25;121.0;INEXIGIBILIDADE;25;15;Encerrada   ;14/11/2025;28000.0;28000.0;SHOW DE MATHEUS MINAS E LEANDRO;05/11/2025;19/11/2025;;N;Art. 74, II, Lei 14.133/2021;0.0;0.0
000119/25;119.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;40;Homologada  ;06/11/2025;950603.0;487345.0;Registro de Preço para aquisições de leites especiais e suplementos alimentares, para suprir a demanda da Saúde e da Merenda Escolar da Prefeitura Mun;20/10/2025;19/11/2025;;S;Art. 28, inciso I, Lei 14.133/2021;463258.0;0.4873306732673892
000118/25;118.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;39;Homologada  ;04/11/2025;200974.5;184000.0;Aquisição de uma ambulância para uso exclusivo no atendimento assistencial e ao transporte de pacientes do Setor de Saúde da Prefeitura Municipal de R;17/10/2025;04/11/2025;;N;Art. 28, inciso I, Lei 14.133/2021;16974.5;0.08446096395313833
000117/25;117.0;DISPENSA;25;58;Homologada  ;15/10/2025;960962.43;943317.81;Adesão a Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 004/2024, Processo Licitatório nº 017/2024, firmada entre a empresa NO;02/10/2025;15/10/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;17644.619999999995;0.018361404618076477
000116/25;116.0;DISPENSA;25;57;Homologada  ;15/10/2025;537728.76;527797.61;Adesão a Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 004/2024, Processo Licitatório nº 017/2024, firmada entre a empresa NO;02/10/2025;15/10/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;9931.150000000023;0.018468697861724975
000115/25;115.0;PREGÃO PRESENCIAL;25;38;Homologada  ;31/10/2025;385069.3;348700.0;Registro de Preço para Contratação de empresa especializada em fornecimento de Oxigênio Medicinal em sistema de comodato dos cilindros, para atender o;13/10/2025;31/10/2025;;S;;36369.29999999999;0.09444871351728115
000114/25;114.0;DISPENSA;25;56;Homologada  ;14/10/2025;35880.0;28580.0;Aquisição de 1.000 kits para citologia em base líquida (instrumentos para coleta e armazenamento de amostra, insumos e reagentes necessários para o pr;08/10/2025;14/10/2025;;N;Art. 75, II, Lei 14.133/2021;7300.0;0.20345596432552954
000113/25;113.0;CONCORRÊNCIA ELETRÔNICA;25;6;Em Andamento;12/02/2026;2774193.99;0.0;Contratação Integrada de Empresa ou Consórcio especializado para a elaboração do Projeto Básico e Projeto Executivo, Execução de Obras e Serviços de E;05/11/2025;;;N;Art. 28, Lei 14.133/2021;2774193.99;1.0
000112/25;112.0;DISPENSA;25;55;Encerrada   ;10/10/2025;33936.0;19680.0;Aquisição de filé de tilápia para atender as necessidades da Merenda Escolar da Rede Municipal de Ensino do Município de Riolândia/SP, com entrega par;06/10/2025;10/10/2025;;N;Art. 75, II, Lei 14.133/2021;14256.0;0.4200848656294201
000111/25;111.0;DISPENSA;25;54;Homologada  ;10/10/2025;16230.51;15382.04;Aquisição de gêneros alimentícios e refrigerantes, com entrega imediata, para às festividades em comemoração ao Dia das Crianças, promovidas pelo Fund;01/10/2025;10/10/2025;;N;Art. 75, II, Lei 14.133/2021;848.4699999999993;0.0522762377768782
000110/25;110.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;37;Homologada  ;23/10/2025;1259104.0;238770.0;Registro de Preços para a Aquisição de Fraldas Descartáveis (infantis e geriátricas), para suprir as demandas da Coordenadoria Municipal da Educação e;07/10/2025;18/11/2025;;S;Art. 28, Lei 14.133/2021;1020334.0;0.81036514855008
000109/25;109.0;DISPENSA;25;53;Homologada  ;30/09/2025;9466.66;9000.0;Aquisição de Bebedouros Industrial, com entrega imediata, para atender as necessidades da escola Ruy Malachias do Município de Riolândia/SP, conforme ;19/09/2025;30/09/2025;;N;Art. 75, II, Lei 14.133/2021;466.65999999999985;0.04929510513739797
000108/25;108.0;DISPENSA;25;52;Homologada  ;25/09/2025;808026.66;808026.66;Adesão a Ata de Registro de Preços nº 006/2024, ref. Concorrência Presencial nº 003/2024, Processo Licitatório nº 010/2024, firmada entre a empresa NO;10/09/2025;25/09/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;0.0;0.0
000107/25;107.0;PREGÃO PRESENCIAL;25;36;Homologada  ;10/10/2025;503300.0;400000.0;Registro de Preço de empresa especializada na realização de oficinas de atividades socioeducativas no âmbito dos programas da Assistência Social do Mu;25/09/2025;17/10/2025;;S;;103300.0;0.20524538048877408
000106/25;106.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;35;Homologada  ;07/10/2025;5464500.0;5464500.0;Registro de Preço para a contratação de empresa(s) especializada(s) no fornecimento de combustíveis, para abastecimento direto da frota municipal do M;22/09/2025;07/10/2025;;S;Art. 28, Lei 14.133/2021;0.0;0.0
000104/25;104.0;DISPENSA;25;50;Homologada  ;22/09/2025;202372.9;202372.9;Adesão a Ata de Registro de Preços nº 017/2024, ref. Concorrência Presencial nº 004/2024, Processo Licitatório nº 017/2024, firmada entre a empresa NO;10/09/2025;22/09/2025;S;S;Art. 86, § 2º, Lei 14.133/2021;0.0;0.0
000103/25;103.0;PREGÃO ELETRÔNICO (PORTAL DE COMPRAS);25;34;Homologada  ;14/10/2025;4084218.0;3955000.0;Registro de Preço para aquisições de materiais de higiene e limpeza, para suprir a demanda de diversos setores da Prefeitura Municipal de Riolândia-SP;05/09/2025;14/10/2025;;S;Art. 28, Lei 14.133/2021;129218.0;0.03163836994009624
000102/25;102.0;PREGÃO PRESENCIAL;25;33;Homologada  ;19/09/2025;233800.0;221000.0;: Registro de Preço para Contratação de empresa especializada em serviços de solda preventiva e corretiva em veículos, maquinários e mobiliários, para;03/09/2025;19/09/2025;;S;Art. 28, Lei 14.133/2021;12800.0;0.05474764756201882
000101/25;101.0;PREGÃO PRESENCIAL;25;32;Homologada  ;12/09/2025;185400.0;108000.0;Contratação de empresa especializada na Prestação de Serviços Médicos na especialidade de Dermatologia, a fim;25/08/2025;19/09/2025;;N;Art. 28, Lei 14.133/2021;77400.0;0.4174757281553398
000099/25;99.0;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;49;Encerrada   ;29/08/2025;29824.2;22552.0;Aquisição de cadeiras, mesas, lixeiras, ares-condicionados e armários, com entrega imediata, para atender as necessidades da USF Silmara Rodrigues de ;21/08/2025;29/09/2025;;N;Art. 75, II, Lei 14.133/2021;7272.200000000001;0.24383554294834398
000098/25;98.0;DISPENSA ELETRÔNICA (PORTAL DE COMPRAS);25;48;Encerrada   ;29/08/2025;59602.5;38691.0;Aquisição de computadores, com entrega imediata, para atender as necessidades da USF Silmara Rodrigues de Paulo do Município de Riolândia/SP, conforme;21/08/2025;29/09/2025;;N;Art. 75, II, Lei 14.133/2021;20911.5;0.35084937712344283
